"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","::","ff02::1:ff8a:c6c0","ICMPv6","78","Neighbor Solicitation for fe80::c0e6:42ff:fe8a:c6c0"
"2","0.008183","::","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"3","0.093991","0.0.0.0","255.255.255.255","DHCP","340","DHCP Discover - Transaction ID 0xc6738346"
"4","0.109029","0.0.0.0","255.255.255.255","DHCP","352","DHCP Request  - Transaction ID 0xc6738346"
"5","0.159540","::","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"6","0.787894","fe80::c0e6:42ff:fe8a:c6c0","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"7","0.788024","fe80::c0e6:42ff:fe8a:c6c0","ff02::2","ICMPv6","70","Router Solicitation from c2:e6:42:8a:c6:c0"
"8","0.837652","fe80::c0e6:42ff:fe8a:c6c0","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"9","4.468515","fe80::c0e6:42ff:fe8a:c6c0","ff02::2","ICMPv6","70","Router Solicitation from c2:e6:42:8a:c6:c0"
